Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Region,Country,Project Description,Industry,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
2021-10-13,Site so.,Summary of Proposed Investment,9432,https://ifc.example.org/project/2772,Equity,Middle East,France,Drive air resource strategy simple surface. Fear read everyone difference much. Run find level environmental two.,Manufacturing,A,FIG,Pending,2019-08-29,2024-09-11,2023-08-04,2020-05-15,15.964778191888845,1.6923451761292452,196.3548067581016,3.777729672801111,65.98228922303306,UZ,2021-10-11
2022-04-10,Read talk whom after.,Summary of Proposed Investment,7285,https://ifc.example.org/project/2773,Loan,East Asia & Pacific,Paraguay,"College represent your myself admit operation. Woman focus body same.
Hit marriage party write head beautiful yeah. Arrive term employee government task wide those. Away assume admit determine TV.",Finance,C,CFG,Active,2023-07-15,2021-04-06,2018-11-29,2022-03-14,7.905172921485026,35.5908021956503,196.2725838985515,70.25469688227874,165.36927247113988,OM,2021-12-18
2020-12-01,Stay tell image.,Summary of Proposed Investment,9375,https://ifc.example.org/project/2774,Equity,Latin America,Marshall Islands,Respond little sea not sort shoulder special. Necessary look approach rate address. Program old old second their radio.,Manufacturing,A,CFG,Dropped,2026-05-09,2018-03-26,2019-09-02,2019-12-03,39.57293119680435,34.263178844220626,5.1374637395004585,64.02152556109992,246.812962202592,DK,2025-01-06
2024-05-30,Have source close.,Summary of Proposed Investment,3361,https://ifc.example.org/project/2775,Risk Management,Middle East,Saint Martin,"Yourself watch out guy approach plan. Truth factor window skin modern compare. Opportunity policy herself state other issue.
Positive note care around. Against less per.",Manufacturing,A,CBA,Dropped,2021-11-06,2018-11-30,2022-12-28,2019-04-24,34.91836310140229,40.556993864958564,199.52952981196884,29.057195809659607,231.95320205641073,KW,2021-12-07
2020-08-21,Hour until would.,Summary of Proposed Investment,8327,https://ifc.example.org/project/2776,Risk Management,East Asia & Pacific,France,Capital wear help rise mean month. Friend particularly hundred article under. Prevent learn from cut lead poor. Reason common piece six subject.,Finance,A,INF,Closed,2020-07-30,2022-04-05,2020-05-26,2016-05-11,39.812210166322906,41.30022589929867,162.52668921289302,42.77080383453038,57.653128209207615,IE,2025-02-20
2014-10-30,Attack hard require bill language.,Summary of Proposed Investment,7002,https://ifc.example.org/project/2777,Loan,Latin America,Sudan,"Foot majority born born factor. Enter factor politics significant.
Possible more yes point inside generation dark station. Final husband likely defense save right loss.",Finance,B,MAS,Closed,2019-11-29,2020-12-24,2018-11-02,2016-01-24,24.25050388250049,31.727780433841886,177.57061968386154,2.110597750233789,61.6898599614775,TZ,2023-08-17
2011-01-17,Religious door human.,Summary of Proposed Investment,4196,https://ifc.example.org/project/2778,Risk Management,Sub-Saharan Africa,Singapore,"Compare bar test. Smile environment film machine institution need. That kitchen detail wind.
Future free population street. Power understand everybody end yourself.",Agribusiness,A,INF,Pending,2022-10-18,2024-09-06,2024-01-02,2017-05-24,13.886997499546421,0.5662828612373771,95.73137281816511,92.12020486530237,16.536199510613468,RO,2021-09-24
2023-03-08,Wait place yourself miss.,Summary of Proposed Investment,3238,https://ifc.example.org/project/2779,Loan,Latin America,Slovenia,"Move training election those partner. Case consumer feel city watch drop report. Think challenge onto than wall Democrat.
Get major bill morning. Product possible may item.",Finance,B,FIG,Dropped,2022-06-25,2025-03-05,2019-10-26,2023-11-02,28.994532473619987,29.038353877298196,45.300787700176315,55.45584237598632,289.2664281550899,BF,2023-07-13
2016-01-03,Sea science friend start middle.,Summary of Proposed Investment,5491,https://ifc.example.org/project/2780,Risk Management,Latin America,Cuba,"Scene contain civil step walk. Single knowledge cup movie.
You economy moment spend. Place company should right yet. Our method space term dark right ever.",Telecom,B,CBA,Pending,2022-04-10,2019-07-18,2020-05-28,2021-08-12,24.594584743376462,19.43486624308489,76.99449613438661,86.85796925128683,34.232855919247974,ER,2025-10-10
2019-07-03,Every gas civil can nice.,Summary of Proposed Investment,9049,https://ifc.example.org/project/2781,Risk Management,East Asia & Pacific,Ecuador,Western PM accept throw represent fact purpose. Trouble fine throw class news sense include. Step customer agree produce no enter perhaps culture. City exactly if team.,Finance,C,INF,Dropped,2020-08-05,2023-10-02,2018-08-11,2020-12-16,47.040258440985184,16.172944065071437,72.49320258068343,75.02082713632124,74.24919367069647,SR,2023-10-14
2021-07-03,Produce cost radio measure sense.,Summary of Proposed Investment,7941,https://ifc.example.org/project/2782,Risk Management,Europe & Central Asia,American Samoa,International per up family. Apply finally production hospital wide season knowledge. Senior reveal TV sister process one like.,Finance,C,CBA,Closed,2020-02-12,2024-12-02,2025-09-02,2019-09-15,28.87402500865024,37.9057309766782,98.11329933308521,72.41613346429541,70.72559095115236,PE,2021-08-12
2022-02-16,Today thus seven.,Summary of Proposed Investment,3099,https://ifc.example.org/project/2783,Equity,Latin America,Oman,"Either race less stand short. Beautiful wear conference think bad teach.
Brother send identify. Benefit manager particular.",Finance,B,FIG,Pending,2023-09-14,2020-02-15,2025-02-08,2023-02-12,37.78874998887538,28.44611169663958,52.527552338457006,3.4371658909639224,42.88040354464597,ID,2023-08-16
2014-09-09,Affect police front.,Summary of Proposed Investment,7606,https://ifc.example.org/project/2784,Guarantee,Latin America,Monaco,"Matter subject place woman. Sister while his may. Statement so might entire.
Great represent information effect accept ever edge. Democratic way trade relationship act.",Agribusiness,B,CFG,Dropped,2024-10-21,2020-04-03,2023-03-05,2017-03-28,7.517297863903077,33.95890325367193,67.93444801306099,52.02173061098867,136.02088635320533,NO,2021-08-02
2011-02-04,Employee laugh instead example.,Summary of Proposed Investment,8343,https://ifc.example.org/project/2785,Loan,East Asia & Pacific,American Samoa,Hope create soldier research plan education describe. Fund total happen general reach last hotel local. Open yourself stand affect good their.,Telecom,A,CFG,Active,2019-10-19,2022-05-16,2018-02-19,2019-08-18,10.394228624402569,45.14484907208659,63.91195859019159,46.26007244562296,271.7656178951594,KR,2023-11-08
2012-03-10,Much gas Democrat development price.,Summary of Proposed Investment,8147,https://ifc.example.org/project/2786,Risk Management,South Asia,Faroe Islands,Level six term language camera. Move direction society long job. Wonder speech product sure certainly foot behind.,Manufacturing,C,MAS,Pending,2021-12-30,2017-12-18,2018-06-13,2017-02-22,37.14324514344221,48.34113301993329,67.6644450239755,0.30904596477858703,20.786910054127937,NG,2025-06-20
2024-06-19,South start next do.,Summary of Proposed Investment,4168,https://ifc.example.org/project/2787,Loan,South Asia,Zimbabwe,"Central on wall wall. Lay trial different capital standard.
Car whether yet necessary skill us college. Capital fire young free inside upon painting away.
Same big society job market official keep.",Telecom,B,MAS,Closed,2022-11-02,2023-02-17,2018-07-13,2017-01-16,38.898745805006996,42.14301635570695,94.19500929792474,60.76840985771212,19.60387392968193,MD,2021-09-22
2025-05-28,Clearly floor game but.,Summary of Proposed Investment,9140,https://ifc.example.org/project/2788,Risk Management,Middle East,Venezuela,"Do yes hear it win. How late sure success instead style.
Late through TV ahead film feeling. Chair candidate travel but identify season. Meeting month role trouble model course else.",Manufacturing,B,INF,Active,2016-01-30,2019-05-11,2016-08-07,2022-08-18,35.04445043835784,33.578261426864096,175.1166311535175,45.92865578295214,281.36860392191056,MD,2022-12-13
2017-05-03,Prepare big road this.,Summary of Proposed Investment,9340,https://ifc.example.org/project/2789,Guarantee,East Asia & Pacific,Anguilla,Yet write Congress increase real letter. Father ready billion offer. Relate figure party mind both catch.,Finance,C,INF,Active,2017-11-21,2023-07-01,2021-06-28,2020-11-22,9.19110374892888,13.305583669351396,70.60712427480998,81.11096729432006,35.62417235334513,TW,2022-03-07
2014-07-03,Deal price price wife.,Summary of Proposed Investment,4525,https://ifc.example.org/project/2790,Guarantee,Europe & Central Asia,Australia,Data run cover notice yard protect top clearly. Back health also remain nature area. Budget theory a thank similar avoid onto company.,Telecom,B,INF,Dropped,2024-04-14,2018-11-17,2022-10-02,2015-12-28,20.124746913486963,0.21280558363154234,26.611194556391826,18.345492008594245,251.45876396959517,HT,2023-09-27
2021-01-15,History direction this.,Summary of Proposed Investment,7768,https://ifc.example.org/project/2791,Equity,Europe & Central Asia,Barbados,"He open recognize. Environment buy who. Remain under pressure ago product speak left.
Marriage run cover like record deep. Every sign time interview door account. Need put brother glass hot.",Telecom,B,INF,Dropped,2018-05-22,2020-06-23,2021-08-01,2017-09-01,21.165336492577353,35.677142973749945,101.66562411781885,9.966178290119764,234.88518437263252,MH,2022-03-10
2024-04-01,Key style worker.,Summary of Proposed Investment,8716,https://ifc.example.org/project/2792,Equity,East Asia & Pacific,Finland,"Similar interview for can concern. Possible plant newspaper treat.
Property name service hot late such. Economy offer run her lay. Option store along.",Energy,A,FIG,Dropped,2020-01-28,2016-02-05,2024-06-04,2025-11-12,42.97848130416487,16.6987976613665,80.81302190243258,84.7001790527065,104.67908402245544,VU,2022-09-20
2020-09-29,Over mention official would.,Summary of Proposed Investment,9517,https://ifc.example.org/project/2793,Equity,Sub-Saharan Africa,Wallis and Futuna,Check decide scientist recent. Assume article concern budget anything social foreign. Fight evening open glass hour specific.,Finance,B,MAS,Closed,2025-10-20,2025-04-19,2021-12-19,2019-11-13,38.52333759875361,23.80933270631776,187.47206774508814,83.7499277572629,27.262767770319304,DO,2024-03-07
2018-09-24,Week language continue year.,Summary of Proposed Investment,7831,https://ifc.example.org/project/2794,Guarantee,Latin America,Lithuania,"Most shoulder actually. Southern pattern per.
Ahead term single agree trade little. Everything still that car they themselves star.",Telecom,A,FIG,Dropped,2025-03-25,2024-05-05,2022-09-20,2022-11-26,41.35895853428069,40.82517984974171,2.5446766087643846,82.62951079424678,265.0245900124861,SR,2025-10-18
2018-09-17,East section attention.,Summary of Proposed Investment,9366,https://ifc.example.org/project/2795,Risk Management,Middle East,Niue,"Draw chair as three red. Air measure end final painting article. Weight player teach dinner up box. Seven prevent north thank exactly change.
Republican home wind speech check mother room must.",Manufacturing,A,FIG,Pending,2025-05-17,2022-06-28,2019-03-26,2022-10-14,42.48727325249768,5.399064800198805,126.11413958132442,11.343964805049712,81.98349824559635,NL,2025-01-28
2015-05-25,Or staff.,Summary of Proposed Investment,8966,https://ifc.example.org/project/2796,Guarantee,East Asia & Pacific,Falkland Islands (Malvinas),We travel maybe local. Professional no born pretty along which book. Official manager wall quality watch history. Particular social eye foot.,Finance,B,CFG,Dropped,2022-06-02,2016-03-08,2024-11-05,2022-02-06,47.28488412611271,36.09978598391939,139.37509656946912,74.78418633267644,250.25029448806015,NO,2020-12-15
2022-12-01,Investment statement several young.,Summary of Proposed Investment,3555,https://ifc.example.org/project/2797,Equity,East Asia & Pacific,Norway,"Past site deep.
Consider you public. Successful pressure indeed rule daughter animal. By performance account situation. Week energy stand fish goal raise everybody.",Energy,A,CBA,Closed,2026-04-05,2019-10-27,2018-12-19,2025-06-24,27.7885972117257,0.273027646459334,47.64673047051999,40.15383284475894,170.61551405599195,ZM,2022-01-27
2025-09-02,Population talk.,Summary of Proposed Investment,7593,https://ifc.example.org/project/2798,Guarantee,Latin America,Mozambique,Consider concern eat threat. Help message know according safe option. Score yard ago again public certainly may.,Agribusiness,A,INF,Closed,2021-09-10,2022-09-28,2017-05-19,2024-11-15,23.958653861928227,46.91723535530413,161.378594722428,97.17908939719845,188.24488831149208,SZ,2023-07-10
2022-07-07,Prevent seat seat remain race.,Summary of Proposed Investment,6614,https://ifc.example.org/project/2799,Equity,Latin America,Dominican Republic,"Finish visit look arrive five phone step notice. Opportunity door economic.
Remain after fight state oil her up. Woman myself young international.",Finance,B,CFG,Active,2016-12-14,2018-11-09,2021-03-06,2021-03-01,26.357460312893856,10.319977031781342,2.6694196003147264,13.11202798508232,219.27009030795077,IL,2023-05-01
2012-06-05,Interest project mission sure.,Summary of Proposed Investment,6592,https://ifc.example.org/project/2800,Loan,Sub-Saharan Africa,Saint Kitts and Nevis,Year financial again effort. I their already.,Finance,A,MAS,Closed,2024-07-15,2017-09-10,2022-06-06,2023-08-25,49.37424924153502,23.410960150628153,139.44251639509716,13.043633218524375,10.50916424177422,BW,2021-06-09
2019-12-22,Key team article against morning.,Summary of Proposed Investment,8300,https://ifc.example.org/project/2801,Loan,East Asia & Pacific,Maldives,Various maintain design public certainly particular event foreign. Anything detail change stock view personal.,Manufacturing,A,CFG,Dropped,2018-06-15,2022-05-24,2021-10-30,2017-09-24,33.12639171030095,27.744273585260398,12.217764260468012,93.45523581910604,97.8971562936144,NE,2022-08-23
2015-12-11,Indicate special establish.,Summary of Proposed Investment,6098,https://ifc.example.org/project/2802,Loan,Sub-Saharan Africa,Latvia,"Want stage building scientist. A realize because still language onto.
Lot man trip field. Near hope pressure how get including pull. Someone person physical television human bank.",Manufacturing,A,CBA,Pending,2018-05-22,2024-04-16,2017-09-21,2025-02-06,10.02410825198639,14.81115713540701,36.10800783652923,26.856323123056114,222.0583211591931,AG,2025-01-04
2015-07-24,Something produce break direction whatever.,Summary of Proposed Investment,6321,https://ifc.example.org/project/2803,Guarantee,Sub-Saharan Africa,Norfolk Island,Structure prepare business strategy probably. Around toward family you use least quickly. Blood training radio call meet successful.,Telecom,C,MAS,Active,2023-08-19,2023-06-19,2018-09-13,2018-02-11,22.073367257124993,23.587204032534093,122.28327054160368,53.067306974587794,173.98645763427479,MU,2022-02-12
2016-12-12,Security garden already account.,Summary of Proposed Investment,6081,https://ifc.example.org/project/2804,Risk Management,Sub-Saharan Africa,Bosnia and Herzegovina,"Occur all interview. Fish suffer project but place total whether.
Age necessary owner join court. Modern explain area small form.
Chance red garden her. Many most raise seem note.",Telecom,B,INF,Active,2022-01-22,2018-01-22,2018-02-09,2024-11-09,10.166765537469969,12.836495954178606,70.27066009096545,34.37450721847215,280.65385389826827,BD,2020-12-27
2025-10-31,Huge movement interview bank stay.,Summary of Proposed Investment,3775,https://ifc.example.org/project/2805,Equity,Sub-Saharan Africa,Georgia,"Step side good now just third like. Congress dream carry energy model magazine.
Health itself single really federal eye before.",Finance,C,FIG,Active,2026-05-05,2017-05-26,2019-06-21,2020-06-20,38.587571551340524,7.850891834009255,21.40020959119355,7.798372702296819,257.4599734178485,RS,2023-04-17
2022-05-22,Compare physical eat require.,Summary of Proposed Investment,3685,https://ifc.example.org/project/2806,Equity,East Asia & Pacific,Comoros,"Popular range south town knowledge those. Easy write unit treatment case. Six affect few future weight everybody specific.
Week thought security week control.",Agribusiness,C,INF,Active,2020-09-04,2023-07-07,2025-05-11,2024-02-20,39.639141725469926,26.480023655529454,154.730739805142,8.485384096019333,205.2983662957565,DM,2022-07-14
2025-03-23,White strong ball travel pass.,Summary of Proposed Investment,4733,https://ifc.example.org/project/2807,Loan,Europe & Central Asia,Afghanistan,"Animal run reduce myself. Yes student test gas inside price.
Be final include against recognize test stage happy. Open arrive effect maybe last different eight might.",Finance,C,FIG,Pending,2016-02-23,2025-09-27,2017-07-19,2025-04-15,24.356095236057325,22.21428263688161,13.68176221779187,58.44477425712123,261.2014235206928,MM,2024-04-08
2011-10-16,Thought sister shake for finally.,Summary of Proposed Investment,9896,https://ifc.example.org/project/2808,Loan,Latin America,Bangladesh,Response this which with. Poor within food collection. Interesting pattern newspaper between anyone card finish.,Manufacturing,B,CBA,Dropped,2017-01-27,2016-01-24,2016-04-14,2022-11-17,35.19025066709713,45.39962448186675,69.87472745585177,2.9720246146338503,73.4239884786361,CM,2022-09-29
2018-05-23,Word from trip lead.,Summary of Proposed Investment,4187,https://ifc.example.org/project/2809,Risk Management,Europe & Central Asia,Norway,"Husband him foreign offer listen sense. Finish idea race. Become short check each before consider. Candidate common condition theory report with.
Discuss radio both.",Manufacturing,C,CBA,Pending,2022-07-09,2021-11-25,2020-03-09,2019-09-09,48.84247711964095,20.24574380603108,49.46945149169646,89.91792913011797,79.5095912061599,CN,2021-03-20
2022-03-08,Water modern dark they me.,Summary of Proposed Investment,8149,https://ifc.example.org/project/2810,Risk Management,Europe & Central Asia,Benin,Goal enjoy indeed reason. Too participant authority when ok. Himself would and tell.,Energy,C,CBA,Active,2022-02-15,2023-04-22,2024-04-29,2025-02-07,39.946069498351235,36.35876164069431,30.538889076031662,78.99703838244542,290.66570368973373,AE,2024-12-17
2014-08-19,Should laugh statement able.,Summary of Proposed Investment,4927,https://ifc.example.org/project/2811,Guarantee,Sub-Saharan Africa,Georgia,"Power town floor cut large. Large image have term beyond indeed family. Show possible focus maybe east draw outside.
Read middle need science improve school because. Tv measure box couple forget.",Manufacturing,A,CBA,Closed,2016-06-28,2018-05-11,2017-03-06,2018-07-02,43.7857232021299,3.3533984033142117,183.74579615897767,96.1480457739978,4.461180472848598,TO,2025-03-20
2012-12-06,Require strategy onto.,Summary of Proposed Investment,3279,https://ifc.example.org/project/2812,Loan,Europe & Central Asia,Madagascar,Pass office young here. Year same run ahead military newspaper nature. Safe rule discussion structure share price.,Telecom,A,INF,Closed,2026-01-21,2016-12-14,2021-04-06,2022-05-05,12.363675430317523,15.911745164771308,160.11939139614267,96.88862107429856,99.7129159131213,GM,2023-03-29
2014-02-06,To response.,Summary of Proposed Investment,7024,https://ifc.example.org/project/2813,Guarantee,Europe & Central Asia,Malta,"Brother system one wife. Identify state share down week or.
Box nature look interview answer. Style blood away. Course create bring which road fear.
Claim door blue occur right. Level after six by.",Telecom,A,FIG,Pending,2019-07-04,2016-01-09,2022-10-30,2023-10-25,13.526038962066151,29.914664287275954,61.2357256549052,86.56335738169196,80.63692144463828,UA,2023-12-29
2012-04-26,Open evidence sing quite.,Summary of Proposed Investment,5113,https://ifc.example.org/project/2814,Risk Management,East Asia & Pacific,Dominica,"Avoid likely baby network too. Draw go political different south. Create science test kid thought hit investment.
Or talk kind hundred. Read respond agreement marriage special city.",Telecom,A,CFG,Active,2022-01-06,2025-09-13,2019-05-22,2020-02-07,1.1092412010060004,46.5545501014072,46.98365936902189,38.269729036709165,162.49626939172754,TN,2022-03-21
2015-12-13,Dream writer.,Summary of Proposed Investment,7088,https://ifc.example.org/project/2815,Equity,South Asia,Palestinian Territory,Certain difficult worker field this sit education. Herself serious why nothing help information. Wear police artist hold foreign land president.,Agribusiness,A,INF,Pending,2016-06-09,2018-12-03,2020-12-04,2019-10-14,31.87008211104509,43.67165728549373,92.98987853026645,17.773634429066952,125.9981025768593,MR,2022-02-19
2021-07-24,Skin news partner network.,Summary of Proposed Investment,6501,https://ifc.example.org/project/2816,Risk Management,South Asia,Martinique,"Data opportunity election bar fine run federal. Focus resource environment throughout seat.
Class performance class take foreign. Next appear mention design fly raise do home.",Agribusiness,A,MAS,Dropped,2025-03-20,2017-05-06,2018-08-11,2024-01-09,29.778867670541338,45.809907450144145,182.11673807623077,4.884917108526066,21.898240782867816,PE,2023-05-04
2023-10-27,Knowledge gun question town.,Summary of Proposed Investment,6628,https://ifc.example.org/project/2817,Equity,Middle East,Venezuela,"Experience claim quite. System if instead no fine.
No respond occur kid daughter minute stop ability. Green age thousand plan. Possible picture form shake recognize.",Manufacturing,C,CBA,Dropped,2018-09-06,2025-04-06,2023-04-23,2022-08-16,20.2713867546687,14.351244493197429,135.32218590419885,68.38976873232279,12.703979584674173,HT,2022-06-13
2018-10-28,Wish finally pull our.,Summary of Proposed Investment,5978,https://ifc.example.org/project/2818,Equity,Latin America,Anguilla,Fund morning might value way increase. Your team son day difficult plan. Test evidence table vote.,Energy,A,INF,Active,2022-07-05,2021-08-21,2018-09-13,2019-11-11,45.84236399466706,2.578890778158832,36.13430896679115,43.54187092549097,9.094739973015724,MY,2023-06-07
2023-03-19,Responsibility better walk position at.,Summary of Proposed Investment,3959,https://ifc.example.org/project/2819,Equity,Middle East,Portugal,"Message truth enter author wind whose. Rich over size lay. Consumer partner agency.
Many describe certain TV break. Dinner their road not.",Finance,C,INF,Active,2026-11-08,2022-04-07,2020-05-02,2023-11-30,47.743343264137536,1.7749822052459396,26.850140783736578,60.95355918529829,77.39830102798973,YE,2022-08-17
2014-12-07,Soon shake bag how address.,Summary of Proposed Investment,8133,https://ifc.example.org/project/2820,Risk Management,Middle East,Norway,Police red might phone all military. Almost could she easy hundred late might.,Agribusiness,B,FIG,Active,2025-01-18,2016-01-04,2023-05-21,2024-03-21,5.214484900074923,21.063305130718124,126.77098724667577,60.60397784935782,34.455380809294304,GE,2022-08-18
2012-08-06,Style word accept.,Summary of Proposed Investment,9956,https://ifc.example.org/project/2821,Equity,South Asia,Solomon Islands,However school although laugh cut anyone approach. Environment actually without suddenly position seem either.,Finance,C,INF,Dropped,2020-01-31,2017-04-08,2023-05-11,2024-01-30,16.24611564100162,33.71496254375018,13.501722540253812,36.563911220008386,70.9271554610911,ML,2022-05-31
2024-03-26,Shoulder size TV group.,Summary of Proposed Investment,3306,https://ifc.example.org/project/2822,Equity,Latin America,Guernsey,"Their simple song green myself yard. Whose participant woman candidate weight.
Provide speech stage develop best act. Election short third artist baby. Dream enter best senior.",Finance,C,CFG,Closed,2019-03-05,2019-03-30,2025-10-15,2020-06-29,21.76185277422709,30.483319321004114,157.46381573776105,80.53671570080392,186.6564530621929,ME,2022-10-11
2025-04-29,Bed smile federal unit.,Summary of Proposed Investment,3873,https://ifc.example.org/project/2823,Guarantee,Middle East,Benin,Control blue win lot bar behavior remember only. According analysis purpose fear. Scientist individual address already.,Agribusiness,C,CFG,Active,2021-05-20,2023-04-27,2020-11-28,2019-11-25,23.00379422430344,33.89938832292792,75.53074811821148,87.47614512711527,240.32521728329834,PW,2024-11-12
2014-06-09,Gas no again.,Summary of Proposed Investment,4797,https://ifc.example.org/project/2824,Risk Management,Middle East,Marshall Islands,"Realize idea and to produce trial. Cut rather five four listen thank. Leader color certain check.
Fight former threat toward. Add nothing early anyone. Offer do only popular east.",Agribusiness,A,INF,Dropped,2023-11-12,2022-10-21,2016-01-09,2019-03-07,30.642992871512632,15.33802733735239,92.98187392089909,92.22654395264384,66.72163325526374,LI,2023-09-10
2023-08-13,Century discover parent present.,Summary of Proposed Investment,3121,https://ifc.example.org/project/2825,Loan,Latin America,Italy,Professor amount nothing ever agent. Who and room coach so teach high. And including care describe old wrong. Sort page individual person stock.,Manufacturing,B,CBA,Closed,2025-04-27,2021-04-09,2018-12-22,2022-03-02,3.446441141787865,1.344468355529027,18.25644877070365,60.29378901386225,10.401675053194941,BJ,2023-06-18
2014-09-15,Water stuff away ask.,Summary of Proposed Investment,7990,https://ifc.example.org/project/2826,Loan,Latin America,Tanzania,"Marriage option treat fund senior ten quickly note. Chance manager trial special best.
Night son really try lay material I. Indeed loss although hair herself physical with.",Telecom,B,INF,Closed,2018-08-07,2024-04-04,2024-04-14,2021-04-26,26.227551840280327,29.40225450351233,4.5715299326852366,85.1112484589038,288.2219839220934,BN,2021-02-13
2015-01-26,On sound.,Summary of Proposed Investment,3645,https://ifc.example.org/project/2827,Equity,Latin America,Guernsey,Way radio majority family few ready tend several. Food possible design recent authority. Eat either top question party full position.,Energy,A,CBA,Active,2024-10-07,2023-02-10,2023-03-13,2019-11-24,34.889498894684415,31.15257649738732,159.79700966035674,33.173592833124964,125.89302334720034,GH,2025-06-01
2024-10-15,Your or mean.,Summary of Proposed Investment,4432,https://ifc.example.org/project/2828,Risk Management,East Asia & Pacific,Kiribati,Radio manager stand fine however only. Two three window seat raise least. Indeed capital have well blood along.,Telecom,A,MAS,Active,2017-09-21,2022-01-30,2017-11-27,2025-09-23,8.11800716076111,15.127487182982014,172.2835444938866,66.51631559602087,271.55225801015723,RO,2022-02-27
2025-10-31,Design site.,Summary of Proposed Investment,8059,https://ifc.example.org/project/2829,Risk Management,Latin America,Turkmenistan,"Mother account southern attention. Indicate serious Congress medical character these.
Represent community democratic fire day strong ability. Professor ever until lead possible.",Manufacturing,B,CFG,Pending,2017-10-16,2019-01-02,2025-09-17,2024-12-17,45.122440621633885,25.3916827225154,109.78004570411028,63.910730307916054,93.6703699885779,CV,2021-07-31
2019-07-05,Sign care green senior.,Summary of Proposed Investment,9266,https://ifc.example.org/project/2830,Loan,East Asia & Pacific,United States of America,Within but second wonder cut nor various heart. Nor opportunity huge simply fall fall door. Compare live instead.,Agribusiness,B,CBA,Pending,2017-06-05,2019-08-31,2023-09-07,2020-08-01,1.920216292267929,24.93970648240509,196.3619933689962,39.21080222111861,235.76282200184548,JP,2023-06-07
2011-10-02,Reduce may.,Summary of Proposed Investment,8601,https://ifc.example.org/project/2831,Loan,East Asia & Pacific,French Southern Territories,Entire evidence spring help task north. Lawyer candidate capital onto building he. Statement support table model always wear back.,Energy,A,CFG,Pending,2021-01-24,2020-12-17,2023-09-05,2019-04-13,9.341020211427626,14.907597728559047,62.495416218423784,39.72562519623983,214.3522461780201,SK,2024-02-08
2020-07-15,Food method.,Summary of Proposed Investment,4275,https://ifc.example.org/project/2832,Risk Management,Latin America,Sri Lanka,"Scientist exactly attention. Writer can environment indicate. Letter party work information total grow fine.
Dinner tend little onto home near. Partner ever month. Bed north even movement.",Finance,A,FIG,Closed,2019-09-06,2016-03-04,2016-09-29,2022-11-09,23.441179033091945,34.326995157579105,78.53171082010387,67.70966209926489,2.7578594631337907,KE,2021-08-07
2022-05-20,Test travel hold official go.,Summary of Proposed Investment,7631,https://ifc.example.org/project/2833,Equity,East Asia & Pacific,Greenland,"Well tonight fine same protect for defense. Though early somebody college.
Than establish hard field eye. Less several success contain end manage. They loss citizen hospital.",Finance,C,INF,Dropped,2021-08-17,2021-07-07,2025-11-14,2018-05-04,0.6936856117896295,10.651723329552803,42.98648061859567,71.72388648525266,9.074640807384622,MH,2021-03-20
2022-09-04,Knowledge field hard.,Summary of Proposed Investment,9227,https://ifc.example.org/project/2834,Guarantee,Sub-Saharan Africa,Seychelles,"Nor official president term produce sort. Media something health production. Job large travel store nearly suddenly statement.
Something actually option art and such. If car past.",Agribusiness,B,MAS,Dropped,2023-07-31,2020-07-04,2016-03-20,2022-09-08,7.964307822558841,5.47681061949824,52.22492192805899,52.36721006563651,46.10421276133185,BR,2022-10-09
2012-01-19,As build.,Summary of Proposed Investment,7050,https://ifc.example.org/project/2835,Loan,Middle East,United States Virgin Islands,"Prove network every just local most. Various since remain beautiful reduce style. Responsibility professional degree heavy.
Start mean second speak. Carry film attack stock black.",Agribusiness,C,CBA,Closed,2026-05-24,2024-05-12,2023-11-20,2016-04-15,32.50735603670522,3.6626554690168622,191.59698527358927,55.228798487484454,221.74889164167715,MK,2023-02-12
2013-05-11,Audience who never star personal.,Summary of Proposed Investment,6161,https://ifc.example.org/project/2836,Loan,Europe & Central Asia,Myanmar,"After inside live us order. Baby evening light full feel fact. Great each husband job buy.
Treat when carry start. Shoulder organization tree do number. Center bed collection would.",Manufacturing,C,INF,Pending,2025-03-12,2019-03-31,2023-03-22,2024-06-28,16.53697431596562,47.89341681015632,64.1999887863037,98.56678931052019,167.0753463299703,ZA,2024-08-18
2024-03-10,Statement total perhaps board.,Summary of Proposed Investment,6831,https://ifc.example.org/project/2837,Equity,South Asia,Saint Barthelemy,"Argue them everything common deal. Administration talk little same tax behind shoulder.
Assume article baby natural position. Organization light few apply.",Energy,C,FIG,Dropped,2020-08-27,2023-05-17,2021-06-25,2020-10-28,13.765418310436988,14.448505491637626,166.46083905191688,24.451732388385416,47.79855745986716,PK,2023-06-27
2020-02-18,Total Republican theory great.,Summary of Proposed Investment,4852,https://ifc.example.org/project/2838,Loan,Latin America,Bulgaria,Stand worry college adult mean garden will. Couple cup watch trial young. Matter particular school.,Manufacturing,B,MAS,Active,2025-08-29,2016-01-13,2022-03-27,2019-02-20,24.196114058186772,31.03245685222919,197.62515532695016,25.969794700256177,126.66728460714337,TR,2025-05-31
